model,model_id,model_config,reasoning_param_json,problem_id,category,subcategory,short_answer,score,verdict_raw,gen_elapsed_s,judge_elapsed_s,total_elapsed_s,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,judge_prompt_tokens,judge_completion_tokens,est_cost_usd,judge_model,run_date,source_file,error
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-algebra-071,Algebra,Inequality,$\frac{2}{3}$,1,"<verdict>correct</verdict> The candidate correctly uses the reverse AM-GM technique to bound the expression and demonstrates that the lower bound of $\frac{2}{3}$ is achievable with the assignment $(x, y, z, w) = (\frac{1}{2}, \frac{1}{2}, 0, 0)$.",73.62,0.92,74.54,231,7908,,8139,2783,72,0.09535800000000001,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,1,<verdict>correct</verdict> The candidate correctly identified the minimum value of $T$ and provided a logical proof covering both the upper bound and the necessity of the minimum value.,206.39,0.8,207.19,210,33468,,33678,3223,38,0.402036,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-076,Combinatorics,Extremal Combinatorics,64,1,"<verdict>correct</verdict>

The candidate correctly identified 64 as the smallest size for the set $S$, provided a coherent explanation for reaching that value, and verified that a set of this size is sufficient to cover the required Fibonacci and Lucas number differences.",355.05,0.73,355.78,341,28613,,28954,2178,56,0.344038,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-055,Combinatorics,Extremal Combinatorics,3986729,0,<verdict>incorrect</verdict> The candidate's final answer of 4042642 does not match the ground-truth value of 3986729.,381.88,0.69,382.57,222,39300,,39522,2689,42,0.472044,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-005,Combinatorics,Enumerative Combinatorics,1431655764,1,"<verdict>correct</verdict> The candidate correctly identifies the counting problem, uses the roots of unity filter to determine the number of sequences of length $k$ with sum divisible by 3, accounts for leading zeros appropriately via the telescoping sum $a_{16} - a_0$, and correctly computes the final numerical value.",172.21,0.7,172.91,188,17808,,17996,2803,70,0.21407199999999998,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-004,Combinatorics,Extremal Combinatorics,9216,1,"<verdict>correct</verdict>The candidate correctly identified that to maximize the sum of the remaining numbers, we must remove numbers that contribute to the smallest sum while satisfying the rules, leading to the removal of all even numbers ($R = \{2, 4, \ldots, 190\}$). The set of remaining numbers is then the set of all odd numbers $\{1, 3, \ldots, 191\}$, the sum of which is $96^2 = 9216$.",339.16,1.21,340.38,221,34447,,34668,2277,108,0.413806,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-012,Combinatorics,Enumerative Combinatorics,$\binom{2k}{k}^2$,1,"<verdict>correct</verdict> The candidate correctly identifies the configuration constraints and maps the problem to independent lattice path counts, arriving at the correct final expression $\binom{2k}{k}^2$.",302.37,0.75,303.12,256,38410,,38666,2303,42,0.461432,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-028,Combinatorics,Operations,1198,0,<verdict>incorrect</verdict> The candidate solution does not reach a final numerical answer or provide any result; it only describes an exploration of the problem's dynamics.,125.46,0.98,126.43,0,0,,0,1188,36,0.0,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-030,Combinatorics,Extremal Combinatorics,486,0,"<verdict>incorrect</verdict> The candidate's final answer of 919 is incorrect. The derivation provided in the explanation contains errors in both the logic used to analyze the pillar intersections and the resulting numerical calculation, which fails to match the ground truth of 486.",247.62,0.8,248.42,277,31001,,31278,2155,60,0.372566,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-065,Combinatorics,Existence Combinatorics,1989,1,"<verdict>correct</verdict> The candidate correctly identified the constraints imposed by the problem, established that $n$ must be a multiple of 39, and correctly calculated the largest multiple of 39 less than or equal to 2000 as 1989.",299.97,0.7,300.67,300,29708,,30008,1900,61,0.357096,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-078,Combinatorics,Extremal Combinatorics,9701,1,"<verdict>correct</verdict>

The candidate correctly identified that the condition for a number $m$ to be colorful is equivalent to it being representable as a non-negative integer linear combination of $N$ and $N+1$ (where $N=99$). Applying the Frobenius Coin Problem formula for two coprime integers $a$ and $b$, $ab - a - b$, yields $99(100) - 99 - 100 = 9900 - 199 = 9701$. The candidate's final calculation holds.",254.22,1.19,255.41,268,32585,,32853,3056,127,0.391556,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-072,Combinatorics,Operations,1040,0,"<verdict>incorrect</verdict> The candidate failed to provide a final numerical answer, instead providing a repetitive, non-mathematical essay that does not contain the solution to the problem.",265.53,1.81,267.34,0,0,,0,67228,39,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-026,Combinatorics,Enumerative Combinatorics,847288609444,0,"<verdict>incorrect</verdict> The candidate correctly identified the structure of the colorings but incorrectly calculated the total sum. The expression derived was $\sum_{k=0}^{25} \binom{25}{k} 2^{25-k} = 3^{25}$, but the candidate then added 1 to this value, whereas the case for an empty $Z^c$ (which corresponds to all $c(A)=0$) is already included or handled by the binomial expansion depending on interpretation. Specifically, $3^{25} = 847288609443$, and $847288609443 + 1 = 847288609444$. However, the sum $\sum_{M \subseteq S} 2^{25-|M|}$ already includes the case where $M=S$ and $2^{25-25} = 1$ (the coloring $f(T)=0$ for $T \subsetneq S$ and $f(S)=1$), thus adding 1 a second time is incorrect. Wait, the ground truth is $847288609444$, which is $3^{25}+1$. Reviewing the math: $3^{25} = 847288609443$. Adding 1 yields exactly the ground truth. The candidate's final calculation $3^{25}+1$ is indeed $847288609444$.",168.81,2.08,170.89,285,24238,,24523,2947,340,0.291426,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-092,Combinatorics,Graph Theory,197,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for an odd number of cycles as either $m \equiv 2 \pmod 4$ or $m$ being odd with an odd number of prime factors $p \equiv \pm 5 \pmod{12}$ (counting multiplicity). Evaluating the condition near 200, it correctly identifies 199 as the largest value and 197 as the second largest value satisfying the requirements.",198.87,0.82,199.69,267,27577,,27844,3246,99,0.331458,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-combinatorics-084,Combinatorics,Operations,3,1,<verdict>correct</verdict> The candidate correctly identifies the smallest number of tuples required as 3 and provides a sound construction and explanation of why $s=2$ is insufficient to span the set of all $n$-tuples.,249.47,0.82,250.29,423,34043,,34466,3208,49,0.409362,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-090,Geometry,combinatorial_geometry,44,0,"<verdict>incorrect</verdict> The candidate solution provides no final numerical answer and fails to progress beyond describing their approach to the problem. It consists entirely of repetitive procedural descriptions of how one might set up the problem, without ever solving it or stating a value for $m$.",289.8,0.89,290.69,0,0,,0,5613,57,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-070,Geometry,3d_geometry,104,1,"<verdict>correct</verdict> The candidate correctly identified the disphenoid geometry, calculated the face area and tetrahedron volume, used the correct relation between volume and inradius, and correctly finished the calculation based on the required form to reach the sum 104.",69.98,1.05,71.03,275,7378,,7653,2537,56,0.089086,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-054,Geometry,computation,26,1,"<verdict>correct</verdict> The candidate correctly calculates the semiperimeter, inradius, and length of the angle bisector, and arrives at the expression $\frac{6\sqrt{15}}{5}$ for the area, resulting in $6+15+5=26$. The steps taken are logically sound and the final numerical result matches the ground truth.",150.69,1.0,151.69,275,15645,,15920,2687,78,0.18829,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-029,Geometry,computation,90,1,"<verdict>correct</verdict> The candidate correctly sets up the geometry, performs the coordinate geometry derivations, and proves the orthogonality of $\vec{JR}$ and $\vec{JS}$ via their dot product, leading to the correct result of $90^\circ$.",159.38,0.83,160.21,266,22152,,22418,3277,56,0.266356,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-058,Geometry,computation,301,1,"<verdict>correct</verdict> The candidate correctly derived the expression for the perimeter as $(WX+XY+YZ+ZW) \cos \theta$, used the cyclic quadrilateral property (Ptolemy's theorem) to find the product of the diagonals, correctly calculated $\cos \theta$, and computed the sum $m+n$ accurately.",131.15,0.93,132.09,272,17519,,17791,2422,72,0.210772,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-076,Geometry,extremal_geometry,$\frac{4}{x\sqrt{4-x^2}}$,1,"<verdict>correct</verdict> The candidate correctly derives the area expressions and identifies the relationship between the central angles, leading to the correct minimum value for the area ratio.",158.41,0.91,159.32,338,20851,,21189,3224,36,0.250888,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-036,Geometry,computation,$\frac{a\sqrt{19}}{2}$,1,"<verdict>correct</verdict>

The candidate correctly followed the geometric steps, applied the Law of Cosines to find the side lengths of triangle $YPQ$, and utilized Apollonius's theorem correctly to arrive at $YR = \frac{a\sqrt{19}}{2}$.",35.21,0.78,35.99,243,4672,,4915,2052,62,0.05655,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-001,Geometry,3d_geometry,$\frac{3}{2}$,1,"<verdict>correct</verdict> The candidate correctly identifies the mathematical relationship $d/h = M/L$ between the height and shortest edge distance in terms of face area vectors, correctly arrives at the bound $3/2$, and demonstrates its tightness.",330.16,0.63,330.8,191,35385,,35576,3164,54,0.425002,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-098,Geometry,extremal_geometry,9,1,"<verdict>correct</verdict>The candidate correctly applies properties of orthodiagonal cyclic quadrilaterals, derives the relationship between the products of opposite sides, correctly uses AM-GM to bound the values, and determines the maximum area to be 9.",176.46,0.83,177.29,172,18086,,18258,2050,54,0.217376,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-021,Geometry,combinatorial_geometry,499000,1,"<verdict>correct</verdict> The candidate correctly calculates the total number of diagonals ($D=499,499$), identifies the constraint logic, and correctly derives $n = D - \lfloor \frac{N-3}{2} \rfloor = 499,499 - 499 = 499,000$.",199.28,0.89,200.17,173,26932,,27105,2406,79,0.32353000000000004,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-055,Geometry,computation,58,1,"<verdict>correct</verdict> The candidate correctly identified the geometric properties of the orthocenter and circumcircle, derived the correct circumradius and trigonometric values, and performed the final area calculation correctly, arriving at $3\sqrt{55}$ and $a+b=58$.",214.43,0.96,215.39,249,21464,,21713,2534,61,0.258066,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-geometry-044,Geometry,computation,75,1,"<verdict>correct</verdict> The candidate correctly sets up a coordinate system, identifies the lines corresponding to segment $NQ$ and the angle bisector $RE$, calculates the intersection point $E$, and determines the angle between the vectors $\vec{ER}$ and $\vec{EQ}$ to arrive at the correct result of $75^\circ$.",134.74,1.13,135.88,222,20246,,20468,2735,73,0.243396,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-036,Number theory,Base and Digit,"$2,3, \underbrace{2\cdots2}_{n}1$",1,"<verdict>correct</verdict>

The candidate correctly identifies $n=2$, $n=3$, and the infinite sequence $22\dots21$ (represented as $\frac{2 \cdot 10^k - 11}{9}$, adjusting for the notation in their reasoning). The notation $\frac{2 \cdot 10^k - 11}{9}$ for $k \ge 1$ correctly produces $1, 21, 221, \dots$, which matches the set of solutions described in the ground truth.",297.59,0.92,298.52,198,32064,,32262,3708,122,0.385164,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-020,Number theory,Divisibility,44,0,"<verdict>incorrect</verdict> The candidate solution concludes that the qualifying integers are all prime numbers less than 200 (excluding 2 and 3), but it never provides the final numerical count requested by the problem. It is impossible to determine the number from the provided text.",187.89,0.93,188.82,0,0,,0,2776,60,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-028,Number theory,Sequence,2,1,"<verdict>correct</verdict> The candidate correctly identifies the remainder as 2, which matches the ground truth. The solution provides a consistent logical derivation using the properties of the defined recurrence.",511.51,0.83,512.35,210,35383,,35593,2712,40,0.425016,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-098,Number theory,Other,93,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for $F$ to be winnable as $F \in \{2\} \cup \{ \text{multiples of } 3 \} \cup \{ \text{multiples of } 4 \} \cup \{ \text{multiples of } d(d+2) \text{ for } d \equiv 5 \pmod 6 \}$. By correctly counting these values below 93 and confirming that 93 (as a multiple of 3) is included in the set, the candidate arrives at the correct final value.",331.18,0.93,332.11,257,34072,,34329,2834,127,0.409378,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-044,Number theory,Set,64,0,"<verdict>incorrect</verdict> The candidate correctly identifies the condition $m \equiv 0, 2, 3, 5 \pmod 6$ and correctly identifies that $m \ge 5$ is required. However, the candidate fails to state the final numerical answer, leaving the response as a collection of process-oriented notes. While the reasoning is on the right track, the absence of a stated final answer makes the submission incomplete based on the provided instructions.",189.64,1.02,190.67,0,0,,0,3223,99,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-014,Number theory,Diophantine Equation,"$(n^2 +3n+2, n^3 + 4n^2 + 3n -1)$
for $n \ge 1$",0,"<verdict>incorrect</verdict> The candidate's parameterization $(m^2+m, m^3+m^2-2m-1)$ for $m \ge 2$ is not equivalent to the ground truth $(n^2+3n+2, n^3+4n^2+3n-1)$ for $n \ge 1$. For example, if $n=1$, the ground truth gives $(6, 11)$, whereas the candidate's smallest value ($m=2$) gives $(6, 11)$. However, checking $n=2$, the ground truth gives $(12, 33)$, and for $m=3$, the candidate gives $(12, 32)$. The two sets of solutions do not match.",189.64,0.99,190.63,0,0,,0,2027,169,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-012,Number theory,Functional Equation,$n \ge 2$,1,<verdict>correct</verdict> The candidate correctly identifies that $n=1$ is impossible and that $n \ge 2$ is the set of solutions. The reasoning provided for these bounds is sound and mathematically consistent.,249.2,0.87,250.07,198,32559,,32757,2644,48,0.391104,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-049,Number theory,Set,3,1,<verdict>correct</verdict> The candidate correctly identifies the relationship between the problem and the Schur number $S(n)$ and arrives at the correct numerical answer of 3.,250.36,0.96,251.32,196,33141,,33337,2855,38,0.398084,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-013,Number theory,Representation,$(n-2)2^n +1$,0,"<verdict>incorrect</verdict> The candidate solution does not provide a final answer at all (the text consists solely of procedural updates and reflections, ending without a stated solution or formula).",346.78,0.72,347.51,0,0,,0,2420,39,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-046,Number theory,Divisibility,$2k-1$,1,"<verdict>correct</verdict> The candidate correctly identified $2k-1$ as the minimum value, which is the result of applying the Erdős–Ginzburg–Ziv theorem. Despite the repetitive format, the final answer provided is consistent and matches the ground truth.",290.45,0.69,291.14,0,0,,0,3683,59,0.0,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-045,Number theory,Sequence,2030,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for $n$ being a ""cool"" integer (that $n(n+1)/2$ is not a perfect square) and correctly finds the 2025th such integer by identifying the five non-cool integers less than 2030 ($1, 8, 49, 288, 1681$). Since $2030 - 5 = 2025$, the answer 2030 is correct.",145.14,0.95,146.09,206,19507,,19713,2858,116,0.234496,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly identifies the set of nonnegative integers $\{0, 2, 6\}$ that satisfy the condition, and provides a logically sound argument for the exhaustive search of these values.",251.62,1.04,252.66,188,34078,,34266,3318,46,0.409312,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-034,Number theory,Divisor,All powers of 2,1,"<verdict>correct</verdict> The candidate correctly identifies the function $f(n) = \frac{g(n)}{n} = \sum_{d|n} \frac{\phi(d)}{d}$, verifies its multiplicativity, and concludes that only powers of 2 appear as values exactly once. The logic regarding the uniqueness of representations for integers that are powers of 2 versus the existence of multiple representations for others is sound.",408.03,0.99,409.02,191,31967,,32158,3127,92,0.383986,google/gemini-3.1-flash-lite-preview,2026-05-07,gemini3pro_answerbench50_remaining_20260507_20260507_075148.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-083,Algebra,Sequence,2048,1,"<verdict>correct</verdict>

The candidate correctly observes and verifies that $a_{2^k} = 2^{k-1}$ for the defined recurrence sequence, correctly calculating $a_{4096} = 2^{11} = 2048$.",77.35,1.06,78.42,280,2220,,2500,3282,62,0.00088,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-015,Algebra,Functional Equation,8109,0,"<verdict>incorrect</verdict> The candidate correctly identifies the periodic behavior of $g$ as having period $L=12$ and performs a calculation for $g(9)$ that leads to $-27$. However, the ground truth for this problem is $8109$. Re-checking the problem constraints and functional equation reveals that the initial value $g(10)=63$ and the recurrence lead to $g(x) = 18x+9$ for certain conditions or specific growth, and the value $g(2025)$ reaches 8109. The candidate's derivation of $-27$ is mathematically inconsistent with the provided ground truth value.",271.18,1.3,272.48,298,6128,,6426,7208,147,0.0023673799999999997,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-004,Algebra,Inequality,$2^{u-2}$,1,<verdict>correct</verdict> The candidate correctly identifies the value of $C$ as $2^{u-2}$ and provides a logical derivation based on the Taylor expansion around $t=1$. The reasoning is mathematically sound and arrives at the correct result.,80.06,0.85,80.92,244,1901,,2145,2930,55,0.0007541,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-096,Algebra,Inequality,$4\cdot3^{2023}$,0,"<verdict>incorrect</verdict>

The candidate correctly identified that $a_k = 2^{k-1}$ is a possible sequence, but failed to find the general maximum value. The correct value for this problem is $4 \cdot 3^{2023}$, as the sequence satisfying the condition is $a_k = 2 \cdot 3^{k-1}$ for $k \ge 2$ with $a_1=1$. The candidate's final answer, $2^{2024}$, is mathematically incorrect.",165.42,0.82,166.25,282,4027,,4309,5129,118,0.00156692,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-037,Algebra,Functional Equation,$X(y)=1+(u-1) \bar{y}$,0,"<verdict>incorrect</verdict> The candidate correctly identifies the function $X(z) = \bar{z} + 1$ (which corresponds to $u=2$), but the problem asks for all such functions given the constraint $X(1)=u$ for any $u$ satisfying $|u-1|=1$. The ground-truth answer $X(y) = 1 + (u-1)\bar{y}$ encompasses the entire family of solutions, whereas the candidate incorrectly limits the result to the specific case $u=2$.",68.24,0.94,69.18,274,1958,,2232,3025,116,0.00077966,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-032,Algebra,Functional Equation,16,0,"<verdict>incorrect</verdict>

The candidate concludes that the number of essential functions is ""infinitely many"" (counting all subgroups of $S \cong \mathbb{Z}^4$), but the ground truth is 16. The candidate failed to identify the correct constraint on $U$ or the specific properties of the set $S$ that restrict the number of valid functions $h$ to 16.",420.03,1.19,421.22,383,8612,,8995,9805,87,0.0033223500000000004,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-029,Algebra,Functional Equation,$g(x)=\frac{1}{3} ((2x)^a +(2x)^{-a})$ for some $a>0$,0,"<verdict>incorrect</verdict>

The ground truth solution provided is $g(x)=\frac{1}{3} ((2x)^a +(2x)^{-a})$. The candidate failed to find this solution, concluding instead that no such function exists. The ground truth function is a valid, non-constant solution that satisfies the given functional equation and the monotonicity condition $g(r) > g(t)$ for $r > t \ge 1/2$ (provided $a > 0$).",374.67,1.08,375.74,246,8194,,8440,9278,106,0.0031457,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-018,Algebra,Functional Equation,"2026, 2030",0,"<verdict>incorrect</verdict> The candidate correctly identified the solution $a_n = n+1$ leading to 2026, but failed to identify the second possible solution $a_n = n+5$ for $n \ge 0$ (excluding potential pre-periods), which occurs in the cases involving the cycle structure that satisfies the equation. Specifically, $a_n = n+5$ for all $n$ gives $a_{a_{a_p}} = (p+5)+5+5 = p+15$ and $a_{p+1}+1 = p+1+5+1 = p+7$, which doesn't match; however, the correct periodic behavior allows for $a_{2025} = 2030$.",75.01,1.2,76.22,219,1659,,1878,2697,170,0.00065889,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-014,Algebra,Inequality,$2025^2 a(a-1)$,1,"<verdict>correct</verdict> The candidate correctly identifies the maximal value $2025^2 a(a-1)$ through a series of logical steps, including evaluating the sum for small cases ($a=1, 2, 3$) and verifying general algebraic properties of the quadratic form. The conclusion is mathematically sound and matches the ground truth.",318.54,0.82,319.36,252,7887,,8139,8931,75,0.0030298200000000003,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-088,Algebra,Equation,$\frac{1}{7}$,1,"<verdict>correct</verdict> The candidate correctly analyzes the nested floor function, identifies the relevant range, and verifies the solution $a = 1/7$. The reasoning is sound and the final answer matches the ground truth.",199.19,0.95,200.14,224,5532,,5756,6541,48,0.00213128,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemma-4-31b-it,google/gemma-4-31b-it,default,,imo-bench-algebra-071,Algebra,Inequality,$\frac{2}{3}$,1,<verdict>correct</verdict> The candidate correctly identifies the minimum value of the expression as $2/3$ after testing several cases and refining the approach by analyzing the function behavior. The candidate's final numerical answer matches the ground truth.,72.49,0.83,73.33,250,1562,,1812,2627,51,0.00062606,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
